text,label,bias_terms,target_group,severity,safer_text,label_id
Người ta vẫn hay nói phụ nữ con gái mà không biết ăn mặc đẹp thì khó lấy được chồng khá.,Gender Bias,"ăn mặc đẹp, chồng khá",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Nói thật chứ người Hà Nội gốc ít thân thiện với người mới đến.,Regional Bias,"thiếu thân thiện, xa cách",Người Hà Nội,low,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Mấy đứa trẻ bây giờ không biết thể hiện lòng biết ơn đúng cách.,Age Bias,"mấy đứa trẻ, lòng biết ơn",Người trẻ,Medium,Cách thể hiện lòng biết ơn thay đổi theo văn hóa và thế hệ nhưng không kém giá trị.,2
Học trường tư thục thì bằng cũng không có giá trị gì.,Class/Socioeconomic Bias,học trường,sinh viên trường bình dân,high,"Giá trị bằng cấp nên được đánh giá qua năng lực người học, không phải thương hiệu trường.",3
Mọi người trong nhà chia sẻ việc dọn dẹp. trong tuần này.,Non-bias,none,none,low,Mọi người trong nhà chia sẻ việc dọn dẹp. trong tuần này.,0
Khu dân cư dọn vệ sinh chung. ở buổi họp.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. ở buổi họp.,0
Gia đình tổ chức buổi gặp mặt nhỏ. tại địa phương.,Non-bias,none,none,low,Gia đình tổ chức buổi gặp mặt nhỏ. tại địa phương.,0
Lễ hội địa phương thu hút nhiều người tham dự. ở buổi họp.,Non-bias,none,none,low,Lễ hội địa phương thu hút nhiều người tham dự. ở buổi họp.,0
người có quan điểm chính trị khác thường bị cho là không nên tham gia thảo luận.,Political Bias,không nên tham gia thảo luận,người có quan điểm chính trị khác,medium,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
"Người không có điều kiện mà bàn về bất động sản, nghe lạ tai ghê.",Class/Socioeconomic Bias,người không có điều kiện,người thu nhập thấp,low,Kiến thức và ý kiến không bị giới hạn bởi điều kiện kinh tế.,3
"Nhà thiếu tiền mà cứ mơ chuyện du học, thực tế đi thôi.",Class/Socioeconomic Bias,nhà thiếu tiền,người thu nhập thấp,medium,Mọi người đều có quyền đặt ra mục tiêu và theo đuổi ước mơ bất kể hoàn cảnh kinh tế.,3
người ủng hộ chính sách công thường bị cho là luôn thiếu hiểu biết.,Political Bias,luôn thiếu hiểu biết,người ủng hộ chính sách công,high,Quan điểm chính trị không đủ để kết luận năng lực hay phẩm chất cá nhân.,9
"Xã hội mình hay quan niệm học sư phạm thì ra trường lương thấp, khổ lắm.",Occupation Bias,"lương thấp, khổ lắm",giáo viên / sinh viên sư phạm,low,"Nghề giáo mang lại sự thỏa mãn cao và nhiều chính sách hỗ trợ, nhiều giáo viên có cuộc sống ổn định.",4
"Nhà nghèo thì ăn uống kém, sức khỏe cũng kém theo thôi.",Class/Socioeconomic Bias,người nghèo,low,medium,"Thu nhập thấp có thể ảnh hưởng đến khả năng tiếp cận thực phẩm dinh dưỡng, nhưng không phải là số phận tất định.",3
"Bạn tôi kể đàn bà con gái cao quá 1m65 khó lấy chồng vì đàn ông mặc cảm, thấy đúng thật.",Gender Bias,"cao quá, đàn ông mặc cảm",phụ nữ,medium,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Các thành viên thảo luận kế hoạch nghỉ lễ. tại địa phương.,Non-bias,none,none,low,Các thành viên thảo luận kế hoạch nghỉ lễ. tại địa phương.,0
người từng khủng hoảng tâm lý thường bị gán là không đáng tin.,Mental Health Bias,không đáng tin,người từng khủng hoảng tâm lý,high,Cần xem xét từng trường hợp thay vì gán nhãn theo nhóm.,10
Lớp học tổ chức hoạt động trải nghiệm. vào cuối tháng.,Non-bias,none,none,low,Lớp học tổ chức hoạt động trải nghiệm. vào cuối tháng.,0
Người làm bảo vệ thì không hiểu được chiến lược kinh doanh đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
người bị trầm cảm thường bị gán là thiếu ổn định cảm xúc.,Mental Health Bias,thiếu ổn định cảm xúc,người bị trầm cảm,medium,Mỗi người có trải nghiệm khác nhau nên cần tránh khái quát hóa.,10
cha mẹ đơn thân thường bị nhận xét là khó làm hình mẫu.,Marital/Family Status Bias,khó làm hình mẫu,cha mẹ đơn thân,medium,Cần xem xét từng trường hợp thay vì gán nhãn theo nhóm.,8
Người cao tuổi thường không nhận ra khi mình sai.,Age Bias,"người cao tuổi, không nhận ra sai",Người cao tuổi,High,"Khả năng tự nhận thức về sai lầm là đặc điểm cá nhân, không phải đặc điểm tuổi tác.",2
phụ nữ chưa kết hôn thường bị nhận xét là khó cân bằng cuộc sống.,Marital/Family Status Bias,khó cân bằng cuộc sống,phụ nữ chưa kết hôn,low,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,8
Tôi thấy dân Đà Nẵng hay kéo bè phái trong công việc.,Regional Bias,"bè phái, cục bộ",Người Đà Nẵng,high,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
"Con nhà lao động học công nghệ thông tin làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
Ông giám đốc già đó không theo kịp tốc độ số hóa của công ty.,Age Bias,"ông giám đốc già, không theo kịp",Người cao tuổi,High,Nhiều lãnh đạo lớn tuổi dẫn dắt chuyển đổi số rất thành công.,2
Chương trình khuyến khích vận động thể chất. trong tuần này.,Non-bias,none,none,low,Chương trình khuyến khích vận động thể chất. trong tuần này.,0
"Thật ra người Nghệ Tĩnh dân xứ Nghệ cứng đầu, không nghe ai khuyên.",Regional Bias,"cứng đầu, bướng bỉnh",Người Nghệ An,medium,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
người bị trầm cảm thường bị gán là khó làm việc nhóm.,Mental Health Bias,khó làm việc nhóm,người bị trầm cảm,high,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,10
Làm bảo vệ tòa nhà thì cuộc đời cũng tối tăm lắm. Đó là định kiến cần thay đổi.,Occupation Bias,cuộc đời tối tăm,bảo vệ tòa nhà,low,Nhân viên bảo vệ có thu nhập ổn định và cơ hội thăng tiến trong lĩnh vực an ninh chuyên nghiệp.,4
Gia đình tổ chức buổi gặp mặt nhỏ. tại địa phương.,Non-bias,none,none,low,Gia đình tổ chức buổi gặp mặt nhỏ. tại địa phương.,0
"Nhà quê mà cũng biết nấu ăn theo công thức Tây à, lạ thật.",Class/Socioeconomic Bias,nhà quê,người nông thôn,medium,Kỹ năng và năng lực không phụ thuộc vào xuất thân địa lý.,3
người ly hôn thường bị nhận xét là khó làm hình mẫu.,Marital/Family Status Bias,khó làm hình mẫu,người ly hôn,medium,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,8
Gia đình tổ chức buổi gặp mặt nhỏ. trong tuần này.,Non-bias,none,none,low,Gia đình tổ chức buổi gặp mặt nhỏ. trong tuần này.,0
Con gái ít son phấn trông không chăm sóc bản thân.,Appearance Bias,"ít makeup, mặt mộc",phụ nữ ít trang điểm,medium,Không trang điểm là lựa chọn cá nhân và không phản ánh việc chăm sóc bản thân.,11
người không có con thường bị nhận xét là khó cân bằng cuộc sống.,Marital/Family Status Bias,khó cân bằng cuộc sống,người không có con,low,Mỗi người có trải nghiệm khác nhau nên cần tránh khái quát hóa.,8
người có vấn đề sức khỏe tâm thần thường bị gán là không phù hợp vị trí áp lực cao.,Mental Health Bias,không phù hợp vị trí áp lực cao,người có vấn đề sức khỏe tâm thần,high,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,10
người không tín ngưỡng bị cho là quá bảo thủ trong môi trường làm việc.,Religion/Belief Bias,quá bảo thủ,người không tín ngưỡng,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Nhiều người nghĩ rằng cử tri trẻ không khách quan.,Political Bias,không khách quan,cử tri trẻ,medium,Quan điểm chính trị không đủ để kết luận năng lực hay phẩm chất cá nhân.,9
Ai cũng biết dân xứ Quảng hay tự cao về truyền thống địa phương.,Regional Bias,"tự cao, cục bộ",Người Quảng Nam,medium,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Đội ngũ kỹ thuật kiểm tra hệ thống. theo kế hoạch.,Non-bias,none,none,low,Đội ngũ kỹ thuật kiểm tra hệ thống. theo kế hoạch.,0
"Thật ra con trai đồng tính đàn ông mà thích làm đẹp, mặc đồ bóng bẩy thì chắc là gay.",Gender Bias,"mặc đồ bóng bẩy, chắc là gay",người đồng tính nam,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Tôi né người Nghệ Tĩnh vì sống khép kín, không hòa đồng.",Regional Bias,"khép kín, không hòa đồng",Người Nghệ An,medium,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
cử tri trẻ bị gắn nhãn là luôn thiếu hiểu biết trong tranh luận.,Political Bias,luôn thiếu hiểu biết,cử tri trẻ,high,Không nên đồng nhất mọi cá nhân trong một nhóm quan điểm.,9
"Không biết sao chứ người phụ nữ con gái mà cao quá, to quá thì đàn ông không thích.",Gender Bias,"cao quá to quá, đàn ông không thích",phụ nữ,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Người cao tuổi không nên học lập trình vì khó nhớ syntax.,Age Bias,"người cao tuổi, syntax lập trình",Người cao tuổi,Medium,Nhiều người lớn tuổi học lập trình thành công và đóng góp cho cộng đồng open source.,2
người có quan điểm chính trị khác thường bị cho là luôn thiếu hiểu biết.,Political Bias,luôn thiếu hiểu biết,người có quan điểm chính trị khác,high,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
"Nhiều người nghĩ người làm thuê tại chợ thì cũng chẳng được bao nhiêu, khổ thật.",Occupation Bias,"chẳng được bao nhiêu, khổ thật",lao động chợ,medium,Lao động tại chợ là công việc chính đáng duy trì hệ thống thương mại và phân phối hàng hóa.,4
"Công nhân giày da mà mong có được đi công tác nước ngoài, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,low,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
Người béo thường không có kỷ luật bản thân.,Appearance Bias,"béo, người béo",người thừa cân,high,"Cân nặng bị ảnh hưởng bởi nhiều yếu tố như di truyền, sức khỏe, môi trường.",11
"Tôi đã từng gặp dân Sài Gòn và thấy coi tiền là trên hết, mất tình nghĩa.",Regional Bias,"coi tiền là trên hết, tình nghĩa",Người Sài Gòn,high,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
